Tarih,Yıl,Ay,Bölge,Toplam_Üretim_MWh,Toplam_Tüketim_MWh,Yenilenebilir_Oranı,Pik_Talep_MW,Önerilen_Enerji_Türü
2015-04-15,2015,4,Marmara,24329.469651469866,23904.149945337762,0.5418424713352257,6187.787356776065,Karma Enerji Üretimi
2015-04-15,2015,4,Ege,41616.3822772898,41500.750847683456,0.2978376983753207,6566.223936114975,Termik (Kömür/Doğalgaz)
2015-04-15,2015,4,İç Anadolu,37823.551458506925,38055.323582057215,0.5583868719818244,5468.977981821954,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-04-15,2015,4,Akdeniz,30681.984881459823,30459.66634353493,0.2601676506976381,3539.457134966522,Termik (Kömür/Doğalgaz)
2015-04-15,2015,4,Karadeniz,15942.875570602027,16160.352991933338,0.37574239243053065,5542.853455823513,Karma Enerji Üretimi
2015-04-15,2015,4,Doğu Anadolu,42226.99421778279,41168.33065877442,0.41415316921425194,6777.755692715244,Karma Enerji Üretimi
2015-04-15,2015,4,Güneydoğu Anadolu,21863.944964748673,20939.05616770004,0.3659005811655072,3806.106436270022,Karma Enerji Üretimi
2015-05-15,2015,5,Marmara,42890.92957027719,44212.48652018364,0.5033615026041693,7357.302950938589,Karma Enerji Üretimi
2015-05-15,2015,5,Ege,39110.162306973434,37884.332720090206,0.6070235993959912,5696.711209578254,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-05-15,2015,5,İç Anadolu,39223.20465492188,40776.801666815205,0.37720138998874553,3550.259622638384,Karma Enerji Üretimi
2015-05-15,2015,5,Akdeniz,21838.05487625825,21678.872465055087,0.5772059063689973,7303.652916281717,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-05-15,2015,5,Karadeniz,15208.563915935722,15224.909019753202,0.4169644012595116,4110.539052353652,Karma Enerji Üretimi
2015-05-15,2015,5,Doğu Anadolu,18595.961020010483,18293.99082572856,0.6271638815650077,4616.014660103776,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-05-15,2015,5,Güneydoğu Anadolu,30563.71865230098,31184.22008637651,0.3954518409517176,7858.910413604804,Karma Enerji Üretimi
2015-06-15,2015,6,Marmara,43873.41884826333,42784.40291818252,0.4488994023569542,4504.391549083848,Karma Enerji Üretimi
2015-06-15,2015,6,Ege,23545.21483132403,22454.80519975125,0.49382573359195875,5513.395116144307,Karma Enerji Üretimi
2015-06-15,2015,6,İç Anadolu,16544.36253749968,16178.14722303699,0.6133063543866615,4197.809453334862,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-06-15,2015,6,Akdeniz,19346.846162736692,19326.440580301543,0.6442601816442404,4210.276357557502,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-06-15,2015,6,Karadeniz,35164.06642217636,36084.027375252685,0.3450550175969599,6641.081743059298,Termik (Kömür/Doğalgaz)
2015-06-15,2015,6,Doğu Anadolu,26033.493981577594,26377.932286026153,0.5034118843043579,5678.873420373792,Karma Enerji Üretimi
2015-06-15,2015,6,Güneydoğu Anadolu,17708.69310163225,18302.47000069237,0.37831202598869434,3932.592551999271,Karma Enerji Üretimi
2015-07-15,2015,7,Marmara,16223.254246642917,16370.712179299768,0.521025744736913,3082.9391446392806,Karma Enerji Üretimi
2015-07-15,2015,7,Ege,30362.79174897843,29532.35656696535,0.50806911616378,3871.8321450249573,Karma Enerji Üretimi
2015-07-15,2015,7,İç Anadolu,35728.13214307398,35323.45869162258,0.6246919954946939,3687.604720729966,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-07-15,2015,7,Akdeniz,25231.990531507756,24256.707286284305,0.6198774473114251,7386.696766904905,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-07-15,2015,7,Karadeniz,22738.248831454668,23102.02453623347,0.5768888800804863,5776.004057997312,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-07-15,2015,7,Doğu Anadolu,30889.517350680195,30092.11153675331,0.2872411071223597,7486.078789766634,Termik (Kömür/Doğalgaz)
2015-07-15,2015,7,Güneydoğu Anadolu,42012.54171489991,42571.734767500624,0.3856119164194803,4746.047873063304,Karma Enerji Üretimi
2015-08-15,2015,8,Marmara,36778.67036610718,38239.18910108668,0.6048345697060469,6899.377729288119,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-08-15,2015,8,Ege,34260.949384628635,32836.173423589185,0.3146514856378455,7492.770942635396,Termik (Kömür/Doğalgaz)
2015-08-15,2015,8,İç Anadolu,33192.8717897877,31563.755855813797,0.2905886171464128,6317.508845540279,Termik (Kömür/Doğalgaz)
2015-08-15,2015,8,Akdeniz,15151.84751538656,14637.90904704967,0.46949351574663445,6459.475988463466,Karma Enerji Üretimi
2015-08-15,2015,8,Karadeniz,34558.837785078016,33605.94456440601,0.5348716885390143,4186.245437484,Karma Enerji Üretimi
2015-08-15,2015,8,Doğu Anadolu,24761.99094477803,25372.352738927842,0.5098531596188859,7246.11705247089,Karma Enerji Üretimi
2015-08-15,2015,8,Güneydoğu Anadolu,34728.3867690103,34965.611528638816,0.287469907131237,4838.579015297168,Termik (Kömür/Doğalgaz)
2015-09-15,2015,9,Marmara,22956.071030451763,22368.37183733966,0.6392042219009783,4965.488623333802,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-09-15,2015,9,Ege,41761.396655313394,42309.04987302384,0.5679245214166594,5513.18546552596,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-09-15,2015,9,İç Anadolu,32307.116538790775,32282.94336501349,0.3280971951192178,6612.260576307526,Termik (Kömür/Doğalgaz)
2015-09-15,2015,9,Akdeniz,23423.170873225674,22308.968033231547,0.5081889183628672,3885.553397035245,Karma Enerji Üretimi
2015-09-15,2015,9,Karadeniz,43213.757530587434,45175.35347686687,0.6159457560881794,4850.793501277222,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-09-15,2015,9,Doğu Anadolu,15463.698495866023,16126.037407069954,0.42127365932692573,7833.274095218348,Karma Enerji Üretimi
2015-09-15,2015,9,Güneydoğu Anadolu,43908.59931267759,45458.61438604788,0.36777955682783425,4925.488643009627,Karma Enerji Üretimi
2015-10-15,2015,10,Marmara,40534.10014550571,39792.00996776233,0.317797098674437,5784.006312291751,Termik (Kömür/Doğalgaz)
2015-10-15,2015,10,Ege,43084.643224823434,43929.23060994102,0.478024468035746,3485.8824688538425,Karma Enerji Üretimi
2015-10-15,2015,10,İç Anadolu,33450.21680097509,35089.45755398911,0.3060336060946096,5591.648261818684,Termik (Kömür/Doğalgaz)
2015-10-15,2015,10,Akdeniz,41321.19215783867,42316.076789818544,0.5288062963981073,6512.420419935546,Karma Enerji Üretimi
2015-10-15,2015,10,Karadeniz,25784.734536592656,25252.516586409885,0.5737444621914054,7050.566973395904,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-10-15,2015,10,Doğu Anadolu,41012.16955740311,42706.9587183472,0.4545369595443751,5507.581473435997,Karma Enerji Üretimi
2015-10-15,2015,10,Güneydoğu Anadolu,38948.85536900326,39532.9477140463,0.5307867509030814,6978.9633471805055,Karma Enerji Üretimi
2015-11-15,2015,11,Marmara,41700.160254526985,41024.59746239694,0.4002331810559776,3469.909699204345,Karma Enerji Üretimi
2015-11-15,2015,11,Ege,32348.40422988522,30847.251538562778,0.43623920725298404,5713.223173537883,Karma Enerji Üretimi
2015-11-15,2015,11,İç Anadolu,23596.237563848532,23810.569883357064,0.26220009997561977,3186.740943746072,Termik (Kömür/Doğalgaz)
2015-11-15,2015,11,Akdeniz,39678.016819789744,39123.28101162495,0.3008242050607539,5611.216300274022,Termik (Kömür/Doğalgaz)
2015-11-15,2015,11,Karadeniz,38099.806592958324,37017.09020394273,0.4991561903276001,3426.73732496884,Karma Enerji Üretimi
2015-11-15,2015,11,Doğu Anadolu,16550.45163505823,16602.344966388602,0.46625404864404263,6187.149507491033,Karma Enerji Üretimi
2015-11-15,2015,11,Güneydoğu Anadolu,36782.740011679845,38533.05434396861,0.45652013932047814,4614.78236470623,Karma Enerji Üretimi
2015-12-15,2015,12,Marmara,38855.58584306111,37965.14112970635,0.42558856828225444,3392.2819067113296,Karma Enerji Üretimi
2015-12-15,2015,12,Ege,15760.522302463725,16489.68036823682,0.5843920482048823,6479.87103046849,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-12-15,2015,12,İç Anadolu,27268.588332428095,26377.70806324268,0.31257481706843443,4251.214490822977,Termik (Kömür/Doğalgaz)
2015-12-15,2015,12,Akdeniz,31476.799941183614,32152.279233885973,0.5140789506870925,4399.669484729714,Karma Enerji Üretimi
2015-12-15,2015,12,Karadeniz,43645.95841989582,44684.28231332831,0.4717416210045603,6058.603731171761,Karma Enerji Üretimi
2015-12-15,2015,12,Doğu Anadolu,27588.001872833698,26892.0420794237,0.3923890714605046,6789.230552321846,Karma Enerji Üretimi
2015-12-15,2015,12,Güneydoğu Anadolu,15431.804658892675,14839.335457402502,0.2684010568087011,3203.644011594851,Termik (Kömür/Doğalgaz)
2016-01-15,2016,1,Marmara,40663.817520330216,41491.968123371254,0.43966953163493006,3489.1708032550073,Karma Enerji Üretimi
2016-01-15,2016,1,Ege,29748.47625350497,29669.558813806783,0.3192807479640061,5169.2582461898655,Termik (Kömür/Doğalgaz)
2016-01-15,2016,1,İç Anadolu,26955.142031921205,27267.417616662155,0.5040374603470575,3226.5200488602227,Karma Enerji Üretimi
2016-01-15,2016,1,Akdeniz,26238.378438794134,26568.614448672623,0.4512545034320351,7282.449205941612,Karma Enerji Üretimi
2016-01-15,2016,1,Karadeniz,34760.808948568345,33589.14175023213,0.27822749896017196,6212.096391031579,Termik (Kömür/Doğalgaz)
2016-01-15,2016,1,Doğu Anadolu,15795.339316248654,15930.824757374936,0.626092096569983,5877.370889379395,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-01-15,2016,1,Güneydoğu Anadolu,26645.097786195656,27026.89064539628,0.4333011561966067,5728.083946579674,Karma Enerji Üretimi
2016-02-15,2016,2,Marmara,43243.94426329575,42751.40714502778,0.6344762255295657,7526.753209780319,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-02-15,2016,2,Ege,20873.734043678895,19974.83027623413,0.29031120055097065,3091.1091282577486,Termik (Kömür/Doğalgaz)
2016-02-15,2016,2,İç Anadolu,17833.288822677852,18159.65008736188,0.2784754593840916,4594.878151468806,Termik (Kömür/Doğalgaz)
2016-02-15,2016,2,Akdeniz,40346.25932908364,38422.83991805819,0.5757873930355744,4409.273873867,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-02-15,2016,2,Karadeniz,18544.944828649688,18909.792816392,0.5015771387119536,7387.360067635264,Karma Enerji Üretimi
2016-02-15,2016,2,Doğu Anadolu,37052.131314116574,38176.59284251155,0.3628138290285226,3887.197718898614,Karma Enerji Üretimi
2016-02-15,2016,2,Güneydoğu Anadolu,37518.44254922575,38669.638702956305,0.6462020568002693,5063.0883845571325,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-03-15,2016,3,Marmara,26160.542573783496,26883.65387652715,0.3863214161012072,7653.786628017823,Karma Enerji Üretimi
2016-03-15,2016,3,Ege,40752.38255529036,40463.01629927799,0.550348427116599,6772.714370423411,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-03-15,2016,3,İç Anadolu,18093.716065077977,18822.083864541168,0.4521009489791429,7132.287330538708,Karma Enerji Üretimi
2016-03-15,2016,3,Akdeniz,24601.48803091835,25574.5340280983,0.40568067149366527,3054.1882574014917,Karma Enerji Üretimi
2016-03-15,2016,3,Karadeniz,42161.459292577914,40438.264278676346,0.37772545503616595,7750.309835254025,Karma Enerji Üretimi
2016-03-15,2016,3,Doğu Anadolu,43518.21440812668,43837.8029842296,0.5027348848679197,5242.227609891599,Karma Enerji Üretimi
2016-03-15,2016,3,Güneydoğu Anadolu,23796.323150941935,23388.607766382833,0.5190073824308155,6761.8726471884,Karma Enerji Üretimi
2016-04-15,2016,4,Marmara,38747.37131177545,39869.565483524195,0.28648244121947614,5472.101523512907,Termik (Kömür/Doğalgaz)
2016-04-15,2016,4,Ege,16726.762800499328,16809.608587139624,0.4266122005493508,7438.520913791499,Karma Enerji Üretimi
2016-04-15,2016,4,İç Anadolu,25527.45037656236,24549.92010299303,0.30719667282113433,6807.553158587361,Termik (Kömür/Doğalgaz)
2016-04-15,2016,4,Akdeniz,33546.54189948783,32208.446413667585,0.283642722445999,6504.8456572956,Termik (Kömür/Doğalgaz)
2016-04-15,2016,4,Karadeniz,17182.890190925806,17735.938796488914,0.5324968908625984,3406.743903209499,Karma Enerji Üretimi
2016-04-15,2016,4,Doğu Anadolu,17545.131422555758,18398.946958577784,0.39970831830244813,4853.2107353344545,Karma Enerji Üretimi
2016-04-15,2016,4,Güneydoğu Anadolu,39383.98701772508,41145.430234263265,0.6444004255291484,6766.890926294708,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-05-15,2016,5,Marmara,26287.787565927472,25192.903097848826,0.5608587663709748,5792.021248679025,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-05-15,2016,5,Ege,27726.66027740929,28853.34527618502,0.29447899292246055,5463.125521454296,Termik (Kömür/Doğalgaz)
2016-05-15,2016,5,İç Anadolu,15340.609343022572,15292.532858199647,0.27252131027273496,3594.0895813403595,Termik (Kömür/Doğalgaz)
2016-05-15,2016,5,Akdeniz,18525.787403313145,18802.211236851774,0.5484179517061694,5916.843825485798,Karma Enerji Üretimi
2016-05-15,2016,5,Karadeniz,43865.17645423626,43316.29404335535,0.3642848345127443,7342.995640947302,Karma Enerji Üretimi
2016-05-15,2016,5,Doğu Anadolu,21707.875155583577,22713.432861126494,0.25486178987592656,7849.394133538195,Termik (Kömür/Doğalgaz)
2016-05-15,2016,5,Güneydoğu Anadolu,16294.797358517284,16932.15713610624,0.46108044363451994,7964.823980596501,Karma Enerji Üretimi
2016-06-15,2016,6,Marmara,17213.896942061965,17306.601152219246,0.6377210142476396,5615.4892208507445,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-06-15,2016,6,Ege,33881.95914405788,34545.19405232585,0.43181642590710934,6137.790400420317,Karma Enerji Üretimi
2016-06-15,2016,6,İç Anadolu,32529.429357693007,33834.37347404694,0.26817855213658315,4404.815947961151,Termik (Kömür/Doğalgaz)
2016-06-15,2016,6,Akdeniz,43512.34452229676,45210.47374422043,0.4322627011142852,6100.662989007684,Karma Enerji Üretimi
2016-06-15,2016,6,Karadeniz,23321.43548943398,22594.0892640318,0.4354793619759929,4766.761140130264,Karma Enerji Üretimi
2016-06-15,2016,6,Doğu Anadolu,32509.683355526162,31136.912031098695,0.6397579230664666,7931.0537223980145,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-06-15,2016,6,Güneydoğu Anadolu,35944.85142059236,36074.599273098625,0.3738110465145311,7068.975098534744,Karma Enerji Üretimi
2016-07-15,2016,7,Marmara,35541.935176616375,34342.81048946714,0.6143708737975371,7112.686214615845,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-07-15,2016,7,Ege,43493.997398757725,44475.74176982695,0.49536607837431595,5091.215181453094,Karma Enerji Üretimi
2016-07-15,2016,7,İç Anadolu,42981.85450062039,44555.26498426417,0.26808746804247574,3131.83487248626,Termik (Kömür/Doğalgaz)
2016-07-15,2016,7,Akdeniz,26293.90100634149,27110.466860018205,0.6449104517259778,3752.084455517641,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-07-15,2016,7,Karadeniz,32823.92146056406,32432.958543846216,0.6379657591258413,7210.594615678543,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-07-15,2016,7,Doğu Anadolu,40149.861141334135,40024.16461263355,0.4159278009350661,4367.0353596535315,Karma Enerji Üretimi
2016-07-15,2016,7,Güneydoğu Anadolu,16691.264899527814,17300.032679213647,0.575160403652031,7998.588366430653,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-08-15,2016,8,Marmara,44899.10511221716,45147.98850985734,0.5575949660722042,7723.82864941214,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-08-15,2016,8,Ege,40489.421720322345,39466.448794626376,0.43021765412403745,3645.797075757475,Karma Enerji Üretimi
2016-08-15,2016,8,İç Anadolu,43621.53081776167,44084.68082663803,0.3414571222013851,6358.503422029284,Termik (Kömür/Doğalgaz)
2016-08-15,2016,8,Akdeniz,33543.84721373687,33068.07040218506,0.2954230368798516,6357.865977963998,Termik (Kömür/Doğalgaz)
2016-08-15,2016,8,Karadeniz,30609.231027113798,31442.776683670625,0.4580654004447974,7260.907501592701,Karma Enerji Üretimi
2016-08-15,2016,8,Doğu Anadolu,31557.205163234565,31749.508370231917,0.600661441063338,5017.414331061986,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-08-15,2016,8,Güneydoğu Anadolu,19020.456853519223,18124.17997613793,0.5520549022694476,6101.547756767323,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-09-15,2016,9,Marmara,36122.393042976706,35085.55090543715,0.3045485902347079,3072.72332833941,Termik (Kömür/Doğalgaz)
2016-09-15,2016,9,Ege,25517.626764197907,25747.07536146356,0.40689761803989294,5187.374610118645,Karma Enerji Üretimi
2016-09-15,2016,9,İç Anadolu,42124.76083481245,41485.54061884907,0.45559579566392433,6918.265063705716,Karma Enerji Üretimi
2016-09-15,2016,9,Akdeniz,26896.283469638103,27224.65131935826,0.594945483498698,7747.603118288211,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-09-15,2016,9,Karadeniz,19412.20442787114,20240.305046474637,0.4468465172318153,4291.221941494792,Karma Enerji Üretimi
2016-09-15,2016,9,Doğu Anadolu,28774.07268714784,30155.321908494152,0.4470472375971478,4643.758051437541,Karma Enerji Üretimi
2016-09-15,2016,9,Güneydoğu Anadolu,34002.025629501775,33118.468096477554,0.28034533124346556,3644.3986095532464,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Marmara,18841.375168733175,18185.51197405714,0.30553086905976407,6204.3737240160735,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Ege,20456.402531974345,20140.693314356326,0.6087153639624048,5369.808201314361,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-10-15,2016,10,İç Anadolu,35026.732155630816,33878.97574521651,0.3269156075234683,3204.3430813323944,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Akdeniz,20068.051892164935,19623.725835591606,0.32080419371069874,3443.512668785278,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Karadeniz,18619.076133018025,18546.04982261508,0.332533487362317,4821.349305240377,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Doğu Anadolu,30102.518125645707,30675.654503630176,0.2657248559364396,6997.051994545213,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Güneydoğu Anadolu,33837.01168472723,32421.809232429463,0.5994314496427109,7604.362002659066,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-11-15,2016,11,Marmara,16832.338795645912,16456.771693719154,0.5724805119172245,6741.298451918292,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-11-15,2016,11,Ege,20535.63058069132,19938.76108829279,0.39818884111655284,5422.614925955107,Karma Enerji Üretimi
2016-11-15,2016,11,İç Anadolu,33547.64314590888,33107.87930180795,0.43501388645325917,6737.3546906687825,Karma Enerji Üretimi
2016-11-15,2016,11,Akdeniz,16100.496086717936,15701.907285837433,0.5353398343538209,7476.034188435997,Karma Enerji Üretimi
2016-11-15,2016,11,Karadeniz,30350.32326346998,30447.78872936188,0.2928688045359104,5237.061834117273,Termik (Kömür/Doğalgaz)
2016-11-15,2016,11,Doğu Anadolu,30978.517993650697,30180.729779945963,0.3576972923797524,4886.420815523114,Karma Enerji Üretimi
2016-11-15,2016,11,Güneydoğu Anadolu,15602.13593333179,15324.541428937484,0.33457920279861786,4637.486760889573,Termik (Kömür/Doğalgaz)
2016-12-15,2016,12,Marmara,18592.863954577537,19318.966014712336,0.4874369814216195,6395.511595722448,Karma Enerji Üretimi
2016-12-15,2016,12,Ege,38675.137158220154,38669.11234121176,0.2847681152349695,5685.5327090927385,Termik (Kömür/Doğalgaz)
2016-12-15,2016,12,İç Anadolu,32605.233540626374,33405.49467821324,0.42266381849187173,3637.901513977819,Karma Enerji Üretimi
2016-12-15,2016,12,Akdeniz,23513.277173961735,23191.338782481613,0.5083668965326404,5853.89152334456,Karma Enerji Üretimi
2016-12-15,2016,12,Karadeniz,25682.90177693539,26932.414111708527,0.49230992774275484,4186.133958679972,Karma Enerji Üretimi
2016-12-15,2016,12,Doğu Anadolu,18053.474178612112,17426.76432190443,0.34838309135380324,3803.4068662977784,Termik (Kömür/Doğalgaz)
2016-12-15,2016,12,Güneydoğu Anadolu,20597.010721539173,20154.371010086834,0.31934943811790195,7483.827123132126,Termik (Kömür/Doğalgaz)
2017-01-15,2017,1,Marmara,17407.012369849268,17449.67937599443,0.4141587307958646,7911.893084543032,Karma Enerji Üretimi
2017-01-15,2017,1,Ege,18361.16706504157,18173.618023973595,0.6377881733101476,7327.535629469901,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-01-15,2017,1,İç Anadolu,39512.1621284784,38555.58385361374,0.31835503495602635,6343.2160996221555,Termik (Kömür/Doğalgaz)
2017-01-15,2017,1,Akdeniz,42881.27967382757,43124.686222870165,0.47864507578795995,4399.895468301421,Karma Enerji Üretimi
2017-01-15,2017,1,Karadeniz,38084.7879957581,36892.90074694472,0.3794716945616975,5127.182193082084,Karma Enerji Üretimi
2017-01-15,2017,1,Doğu Anadolu,30228.31136053365,29449.659479333637,0.2959347298956814,6053.100212208163,Termik (Kömür/Doğalgaz)
2017-01-15,2017,1,Güneydoğu Anadolu,23658.916597207673,23851.117427721983,0.31174508610968094,5405.700509274087,Termik (Kömür/Doğalgaz)
2017-02-15,2017,2,Marmara,30977.682976547578,29589.336137161055,0.38464171127756824,3672.0733846948715,Karma Enerji Üretimi
2017-02-15,2017,2,Ege,16901.249114183032,17729.34310854958,0.37894153798988917,7049.3722292731745,Karma Enerji Üretimi
2017-02-15,2017,2,İç Anadolu,22639.219642912914,23050.12764233433,0.5540911439558747,5978.193703039222,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-02-15,2017,2,Akdeniz,29147.28565650475,28890.32585064816,0.38954730661719816,7647.64572123913,Karma Enerji Üretimi
2017-02-15,2017,2,Karadeniz,39918.582233631874,41774.903731061175,0.29971888939421787,6654.337376018221,Termik (Kömür/Doğalgaz)
2017-02-15,2017,2,Doğu Anadolu,43150.21370463114,41774.72757293896,0.276598506946711,6705.603246450295,Termik (Kömür/Doğalgaz)
2017-02-15,2017,2,Güneydoğu Anadolu,32234.193395397357,33336.05088521118,0.3059089506505158,6976.3365592994505,Termik (Kömür/Doğalgaz)
2017-03-15,2017,3,Marmara,21048.819601432337,20340.855063168972,0.31570631917239717,7072.873601156911,Termik (Kömür/Doğalgaz)
2017-03-15,2017,3,Ege,34955.916620886004,35036.543927391474,0.393532193649401,7386.002704065541,Karma Enerji Üretimi
2017-03-15,2017,3,İç Anadolu,26773.353222679063,27620.996084986535,0.42565396342808737,4884.7221471245375,Karma Enerji Üretimi
2017-03-15,2017,3,Akdeniz,28880.393570088192,28306.765053501476,0.5490437520705005,5513.601950462396,Karma Enerji Üretimi
2017-03-15,2017,3,Karadeniz,21966.38085440452,22844.101580033053,0.4035564885492846,5717.764305569943,Karma Enerji Üretimi
2017-03-15,2017,3,Doğu Anadolu,42194.16332893641,42718.37515806188,0.2967592162833456,7699.160618067375,Termik (Kömür/Doğalgaz)
2017-03-15,2017,3,Güneydoğu Anadolu,33831.241592142535,33272.70678853829,0.3057088290653549,6970.12594635148,Termik (Kömür/Doğalgaz)
2017-04-15,2017,4,Marmara,33602.18267785541,33714.61925037429,0.607557033220383,6942.986056122654,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-04-15,2017,4,Ege,19550.246391982535,19182.158395505536,0.3493956559257863,6719.731462863385,Termik (Kömür/Doğalgaz)
2017-04-15,2017,4,İç Anadolu,16005.973042073381,16117.83828327031,0.5549834742962763,7383.828183808747,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-04-15,2017,4,Akdeniz,25262.452461477224,26074.027200195127,0.2942526947820829,7232.261458672591,Termik (Kömür/Doğalgaz)
2017-04-15,2017,4,Karadeniz,18824.659869959472,18631.306688007167,0.5689181463118215,3749.587136743869,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-04-15,2017,4,Doğu Anadolu,21877.541856979245,22363.77584376329,0.5380146146184297,6205.738164426486,Karma Enerji Üretimi
2017-04-15,2017,4,Güneydoğu Anadolu,35818.453334013,35971.48568203976,0.3507196235627811,4728.479967519597,Karma Enerji Üretimi
